transcript_id,DRR095904,DRR095905,DRR095906,DRR095907,DRR095908,DRR095909
rna-ELECO.r07.7AG0563490.1,7,0,49,190,42,11
rna-ELECO.r07.7AG0563500.1,0,0,0,36,5,10
MSTRG.36984.1,11,4,1,51,58,26
MSTRG.36984.2,3,21,2,31,8,5
MSTRG.36985.1,0,29,11,4856,2856,2473
MSTRG.36985.4,0,0,0,137,28,89
MSTRG.36985.5,0,0,0,329,50,109
rna-ELECO.r07.7AG0563510.1,0,0,0,89,12,111
MSTRG.36985.2,508,0,0,159,704,279
MSTRG.36985.3,45,466,446,21,624,0
rna-ELECO.r07.7AG0563590.1,0,0,0,3,8,3
MSTRG.36990.3,0,0,0,37,13,20
MSTRG.36990.2,14,0,39,315,231,130
rna-ELECO.r07.7AG0563600.1,0,66,10,182,135,61
rna-ELECO.r07.7AG0563540.1,0,0,0,6,18,7
rna-ELECO.r07.7AG0563550.1,0,0,0,5,6,2
rna-ELECO.r07.7AG0563560.1,0,0,0,17,32,20
MSTRG.36987.1,6,7,0,16,43,51
MSTRG.36986.1,2,0,1,10,19,15
MSTRG.36992.2,0,0,2,86,86,89
MSTRG.36992.1,11,43,182,494,419,241
rna-ELECO.r07.7AG0563620.1,53,91,14,60,108,20
MSTRG.36995.2,0,105,0,254,268,105
MSTRG.36995.3,0,0,0,120,69,25
MSTRG.36995.4,0,0,0,55,551,170
MSTRG.36995.1,174,148,271,2212,1978,1401
MSTRG.36996.1,0,0,0,84,62,131
rna-ELECO.r07.7AG0563650.1,149,219,125,319,191,35
MSTRG.36997.1,2,15,6,51,33,23
MSTRG.36999.2,0,46,0,0,46,0
MSTRG.36999.1,18,0,5,115,114,73
rna-ELECO.r07.7AG0563850.1,18,31,77,163,134,99
MSTRG.37004.2,0,49,110,202,120,111
MSTRG.37004.4,0,17,0,40,29,62
MSTRG.37004.5,0,76,36,31,10,7
MSTRG.37004.1,68,0,54,247,301,113
MSTRG.37004.3,8,0,3,102,88,83
MSTRG.37005.2,0,0,0,23,20,55
MSTRG.37005.1,29,33,16,109,94,13
MSTRG.37006.1,290,323,286,422,403,399
MSTRG.37007.4,0,26,177,218,59,68
MSTRG.37007.1,114,118,171,442,419,166
rna-ELECO.r07.7AG0563980.1,217,169,77,531,502,482
MSTRG.37007.3,35,43,93,115,98,40
rna-ELECO.r07.7AG0563990.1,0,0,0,0,0,0
MSTRG.37008.3,0,0,0,0,44,82
MSTRG.37008.1,67,129,76,487,329,133
MSTRG.37015.1,20,0,0,2,0,0
MSTRG.37011.1,25,0,20,10,30,26
MSTRG.37002.1,7393,10410,8690,2374,4411,4682
MSTRG.37002.2,2820,980,1995,868,891,0
MSTRG.37002.4,2059,2333,2823,2593,2567,1080
MSTRG.37002.3,1606,2785,3064,1966,1482,714
rna-ELECO.r07.7AG0563860.1,133,135,109,2972,313,379
MSTRG.37018.1,0,0,12,3,0,0
MSTRG.37019.1,0,15,0,6,0,1
rna-ELECO.r07.7AG0564040.1,7,22,0,37,43,26
MSTRG.37017.2,6,6,0,4,3,4
rna-ELECO.r07.7AG0564070.1,6,0,0,2,0,0
MSTRG.37016.1,977,639,1457,1399,1694,451
MSTRG.37016.2,548,1158,988,539,662,431
MSTRG.37016.3,81,0,10,0,0,0
MSTRG.37016.4,6,994,266,371,3,494
rna-ELECO.r07.7AG0564030.1,1,1,11,2,1,3
MSTRG.37021.1,8,13,0,6,3,2
MSTRG.37022.1,36,0,6,88,45,51
MSTRG.37022.2,13,33,16,77,115,39
MSTRG.37022.3,8,22,6,72,67,32
MSTRG.37025.1,14,54,29,0,0,0
MSTRG.37023.1,19,0,41,0,0,0
MSTRG.37026.1,933,1029,1252,2692,2312,1398
rna-ELECO.r07.7AG0564110.1,9,6,6,62,7,9
MSTRG.37027.1,0,9,19,297,0,0
MSTRG.37027.4,0,29,139,60,60,103
MSTRG.37027.5,0,0,13,19,50,92
MSTRG.37027.2,209,363,133,700,705,418
MSTRG.37027.3,21,0,0,167,109,191
rna-ELECO.r07.7AG0564210.1,961,1724,2047,2900,2453,1761
MSTRG.37028.2,199,299,118,417,168,128
MSTRG.37029.4,0,303,230,295,433,178
MSTRG.37029.5,0,0,333,177,198,0
rna-ELECO.r07.7AG0564220.1,0,1229,293,305,646,371
MSTRG.37029.6,0,0,151,79,189,0
MSTRG.37029.1,370,129,518,339,192,31
MSTRG.37029.2,43,0,207,75,136,0
MSTRG.37029.3,667,401,570,295,244,186
MSTRG.37029.7,484,0,93,0,42,698
MSTRG.37029.9,299,159,318,336,308,390
MSTRG.37030.3,0,140,0,2,2,0
MSTRG.37030.1,21,32,29,158,123,124
rna-ELECO.r07.7AG0564250.1,67,0,107,370,323,76
rna-ELECO.r07.7AG0564330.1,20,9,63,96,83,93
MSTRG.37034.1,2,13,0,0,0,0
rna-ELECO.r07.7AG0564320.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0564340.1,133,164,202,241,274,143
rna-ELECO.r07.7AG0564350.1,9,11,14,65,56,40
rna-ELECO.r07.7AG0564360.1,9,11,8,19,17,12
rna-ELECO.r07.7AG0564370.1,2,31,7,60,22,32
MSTRG.37047.1,3,10,9,2,5,9
rna-ELECO.r07.7AG0564400.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0564380.1,9,4,23,11,17,10
MSTRG.37044.1,1123,1181,1178,1455,1444,941
rna-ELECO.r07.7AG0564390.1,1,3,2,9,3,5
rna-ELECO.r07.7AG0564410.1,1,2,3,1,1,1
rna-ELECO.r07.7AG0564420.1,26,29,10,13,14,16
rna-ELECO.r07.7AG0564530.1,0,0,0,0,0,0
MSTRG.37048.1,67,111,109,232,200,153
rna-ELECO.r07.7AG0564550.1,61,78,65,118,109,81
MSTRG.37050.1,159,180,184,499,387,176
rna-ELECO.r07.7AG0564570.1,5,0,0,118,104,114
MSTRG.37051.1,11,0,0,5,0,3
MSTRG.37053.1,3,41,16,36,35,36
rna-ELECO.r07.7AG0564580.1,0,0,0,97,28,163
MSTRG.37052.3,0,0,3,0,0,0
MSTRG.37052.1,241,520,371,741,675,301
MSTRG.37055.1,0,1,14,182,170,69
MSTRG.37055.2,3,6,4,32,26,7
MSTRG.37055.3,8,0,5,4,2,1
MSTRG.37054.1,0,26,22,9,141,10
rna-ELECO.r07.7AG0564610.1,0,0,0,331,233,208
MSTRG.37056.1,800,282,143,327,117,1040
rna-ELECO.r07.7AG0564620.1,504,1341,1916,2469,2383,917
MSTRG.37057.2,0,0,0,45,37,29
MSTRG.37057.3,0,0,0,29,37,3
MSTRG.37057.1,13,0,0,138,76,74
MSTRG.37058.1,33,143,40,407,363,258
MSTRG.37059.4,0,50,0,59,60,45
MSTRG.37059.5,0,0,78,55,0,0
MSTRG.37059.2,34,0,12,163,87,51
MSTRG.37059.1,21,92,32,242,272,163
MSTRG.37059.3,61,0,0,14,16,27
MSTRG.37060.3,0,474,0,0,0,0
MSTRG.37060.4,0,0,0,0,239,380
MSTRG.37060.1,11,29,11,462,1488,2346
MSTRG.37060.2,109,1401,2817,8847,5182,2925
rna-ELECO.r07.7AG0564650.1,1482,1845,1014,1864,1870,896
MSTRG.37061.2,0,0,0,2692,0,0
MSTRG.37061.1,82,80,727,501,181,152
rna-ELECO.r07.7AG0564700.1,1294,1879,1218,507,3711,3056
MSTRG.37065.2,0,0,0,585,330,134
MSTRG.37065.3,0,0,0,303,70,160
MSTRG.37065.1,110,100,63,420,412,251
rna-ELECO.r07.7AG0564790.1,1,3,1,1,1,3
MSTRG.37063.2,0,0,0,0,150,0
MSTRG.37064.3,0,24,978,1813,0,0
MSTRG.37064.5,0,0,1,343,82,18
MSTRG.37063.1,224,181,83,88,137,194
MSTRG.37063.3,164,0,582,144,0,0
MSTRG.37063.4,54,195,81,14,24,28
MSTRG.37064.1,510,1346,1487,3166,3241,699
MSTRG.37064.2,378,1733,818,125,988,2396
rna-ELECO.r07.7AG0564750.1,984,12,626,81,766,31
MSTRG.37066.3,0,0,16,203,254,181
MSTRG.37066.1,119,198,230,559,640,375
MSTRG.37066.2,75,7,0,358,176,131
MSTRG.37067.1,12,0,16,151,74,45
MSTRG.37067.2,48,35,9,237,253,148
rna-ELECO.r07.7AG0564850.1,0,11,0,98,125,79
MSTRG.37069.2,0,0,93,69,44,11
MSTRG.37069.1,243,542,232,636,738,413
rna-ELECO.r07.7AG0564880.1,4,4,6,160,56,87
MSTRG.37071.1,70,0,4,281,260,190
rna-ELECO.r07.7AG0564900.1,2,88,49,57,11,4
MSTRG.37072.1,116,409,285,634,396,273
rna-ELECO.r07.7AG0564930.1,14,14,26,22,23,5
rna-ELECO.r07.7AG0564960.1,16,18,12,30,20,16
MSTRG.37074.2,0,259,0,2,11,0
MSTRG.37074.1,130,36,203,346,335,289
rna-ELECO.r07.7AG0564990.1,47,0,62,21,59,10
MSTRG.37075.1,17,0,0,9,6,3
rna-ELECO.r07.7AG0565040.1,0,47,127,451,262,140
MSTRG.37077.1,62,106,57,136,190,120
MSTRG.37076.3,0,0,107,75,174,130
MSTRG.37076.1,138,580,238,546,368,249
rna-ELECO.r07.7AG0565000.1,353,0,266,1138,808,593
MSTRG.37076.4,5,0,0,1,1,1
rna-ELECO.r07.7AG0565070.1,0,31,225,503,212,0
MSTRG.37078.1,467,493,327,653,752,680
MSTRG.37080.1,68,2,5,15,17,7
rna-ELECO.r07.7AG0564890.1,14851,13421,16489,3983,5253,4439
rna-ELECO.r07.7AG0565170.1,0,0,0,23,14,37
MSTRG.37083.1,115,226,153,688,389,253
MSTRG.37082.2,0,0,0,32,176,0
MSTRG.37082.1,1716,2468,2215,2167,2078,1684
MSTRG.37082.3,84,0,410,0,0,0
MSTRG.37082.4,91,0,426,0,0,99
rna-ELECO.r07.7AG0565130.1,129,39,162,256,84,106
MSTRG.37084.1,366,811,416,1281,1362,837
rna-ELECO.r07.7AG0565180.1,16,315,335,848,585,636
MSTRG.37085.3,0,8,0,0,2,5
MSTRG.37085.1,7,23,17,29,66,55
MSTRG.37085.2,33,122,43,355,223,149
rna-ELECO.r07.7AG0565220.1,0,0,0,0,0,0
MSTRG.37087.3,0,22,38,57,29,37
MSTRG.37087.4,0,0,0,0,0,35
MSTRG.37087.5,0,0,0,29,13,26
MSTRG.37087.6,0,0,12,0,0,0
MSTRG.37087.1,36,115,33,404,308,91
MSTRG.37087.2,7,0,11,187,166,74
MSTRG.37088.1,9,0,0,86,50,26
MSTRG.37089.1,14,0,0,2,0,0
MSTRG.37091.1,67,176,140,129,150,99
MSTRG.37091.3,7,25,20,2,4,7
MSTRG.37091.2,9,10,61,1,0,0
rna-ELECO.r07.7AG0565340.1,13,35,29,236,159,83
rna-ELECO.r07.7AG0565310.1,276,452,526,1670,1177,743
MSTRG.37095.1,0,0,8,370,101,60
rna-ELECO.r07.7AG0565370.1,0,0,8,0,0,77
MSTRG.37095.7,0,13,0,19,7,5
MSTRG.37095.2,23,216,17,666,541,387
MSTRG.37095.3,141,31,355,484,672,374
MSTRG.37095.4,54,0,0,11,8,0
MSTRG.37095.5,25,0,10,20,17,20
MSTRG.37096.1,24,31,30,78,112,53
rna-ELECO.r07.7AG0565390.1,1,0,1,1,1,1
rna-ELECO.r07.7AG0565410.1,7,19,25,64,37,38
rna-ELECO.r07.7AG0565400.1,844,112,116,401,561,775
rna-ELECO.r07.7AG0565420.1,1446,1982,1545,2389,2169,1160
MSTRG.37100.1,89,94,90,260,197,173
MSTRG.37102.1,1,0,7,4,0,2
MSTRG.37101.1,53,23,73,410,388,247
rna-ELECO.r07.7AG0565500.1,0,0,0,15,2,26
MSTRG.37104.1,2,0,8,65,77,28
MSTRG.37105.1,10,13,36,88,49,35
rna-ELECO.r07.7AG0565550.1,0,0,8,448,176,90
MSTRG.37106.2,80,207,223,439,509,355
MSTRG.37103.1,132,415,230,0,0,0
rna-ELECO.r07.7AG0565480.1,76,147,291,0,0,0
MSTRG.37109.1,0,13,0,2,3,2
MSTRG.37110.1,1,11,0,1,1,3
rna-ELECO.r07.7AG0565600.1,33,70,92,428,424,262
MSTRG.37112.1,0,34,30,4,7,11
MSTRG.37114.2,0,0,0,114,144,0
MSTRG.37114.1,68,105,118,449,456,444
rna-ELECO.r07.7AG0565650.1,1,1,1,1,1,1
rna-ELECO.r07.7AG0565670.1,0,20,18,34,39,32
MSTRG.37115.4,0,0,9,5,2,5
MSTRG.37115.5,0,0,6,0,0,0
MSTRG.37115.1,24,15,80,196,114,88
MSTRG.37115.2,69,77,1,125,137,68
MSTRG.37119.4,0,8,0,0,0,1
MSTRG.37119.3,0,14,0,2,1,0
rna-ELECO.r07.7AG0565770.1,0,0,0,0,0,2
MSTRG.37119.1,37,67,107,454,345,277
MSTRG.37119.2,3,0,0,0,0,0
MSTRG.37118.1,0,0,0,778,482,213
MSTRG.37118.3,0,0,0,257,168,196
MSTRG.37118.4,0,0,0,0,126,0
rna-ELECO.r07.7AG0565730.1,0,0,0,7,34,40
MSTRG.37118.2,23,47,20,0,34,109
MSTRG.37117.3,0,0,0,322,0,42
MSTRG.37117.4,0,0,0,125,0,0
rna-ELECO.r07.7AG0565710.1,10,14,15,7,1,4
MSTRG.37117.1,70,45,96,516,708,424
MSTRG.37120.3,0,57,0,164,143,93
MSTRG.37120.4,0,106,107,225,150,140
MSTRG.37120.6,0,0,0,0,40,55
MSTRG.37120.1,55,0,17,278,124,89
MSTRG.37120.2,72,0,4,202,268,111
MSTRG.37120.5,2,64,70,269,153,148
rna-ELECO.r07.7AG0565820.1,0,0,0,24,24,12
MSTRG.37122.1,68,20,78,382,395,268
MSTRG.37123.1,0,0,0,266,361,551
rna-ELECO.r07.7AG0565830.1,0,0,0,0,0,0
MSTRG.37124.1,0,0,0,0,0,1
MSTRG.37123.2,130,183,262,1440,787,186
MSTRG.37125.1,0,0,138,207,113,144
MSTRG.37125.2,0,0,182,284,293,260
rna-ELECO.r07.7AG0565850.1,0,0,0,189,0,10
MSTRG.37125.4,46,45,7,135,140,24
MSTRG.37125.3,34,189,89,328,215,159
MSTRG.37125.5,147,61,0,159,123,0
MSTRG.37128.1,5,105,109,96,205,148
MSTRG.37128.2,50,17,7,225,123,211
rna-ELECO.r07.7AG0565890.1,48,0,0,1102,771,319
MSTRG.37127.1,13,87,87,88,74,77
MSTRG.37126.3,0,35,4,23,29,9
MSTRG.37126.4,0,7,0,1,0,3
MSTRG.37126.2,24,13,35,89,105,24
MSTRG.37126.1,12,5,2,223,169,118
MSTRG.37129.1,27,84,0,32,19,17
MSTRG.37129.2,20,191,271,415,397,415
MSTRG.37129.3,148,0,0,110,101,30
MSTRG.37130.1,422,514,314,423,527,424
rna-ELECO.r07.7AG0565910.1,215,274,497,384,164,135
MSTRG.37131.4,0,159,0,0,0,0
MSTRG.37131.1,233,77,177,990,657,603
MSTRG.37131.2,161,138,149,508,473,394
MSTRG.37131.3,51,145,166,488,479,253
MSTRG.37132.2,0,45,64,35,104,19
MSTRG.37132.4,0,0,0,118,94,93
MSTRG.37132.5,0,2,40,7,3,6
MSTRG.37132.1,48,75,0,96,166,126
MSTRG.37132.3,12,15,86,350,251,156
MSTRG.37132.6,32,0,0,2,0,1
MSTRG.37133.1,0,33,0,45,55,27
MSTRG.37134.1,0,0,15,2,0,3
MSTRG.37133.2,20,46,38,37,55,44
MSTRG.37135.1,145,45,216,88,90,107
MSTRG.37135.2,19,0,0,16,0,15
MSTRG.37135.3,32,54,15,27,35,11
MSTRG.37137.1,0,0,3,1,3,2
MSTRG.37136.1,34,12,19,54,89,24
MSTRG.37138.3,0,0,0,304,0,0
MSTRG.37138.1,149,220,225,344,296,195
MSTRG.37138.2,113,282,204,372,349,310
rna-ELECO.r07.7AG0566040.1,15,102,33,22,171,44
rna-ELECO.r07.7AG0566050.1,62,131,132,686,632,338
rna-ELECO.r07.7AG0566070.1,47,15,9,29,55,25
MSTRG.37142.1,132,98,88,586,483,216
rna-ELECO.r07.7AG0566080.1,31,86,67,162,84,222
rna-ELECO.r07.7AG0566160.1,106,97,126,388,325,243
MSTRG.37144.2,0,0,4,451,264,277
MSTRG.37144.4,0,0,89,152,138,274
MSTRG.37144.5,0,204,73,359,217,118
rna-ELECO.r07.7AG0566200.1,58,167,303,81,23,12
MSTRG.37144.3,331,12,41,304,321,30
MSTRG.37145.1,38,163,314,2536,2088,1166
rna-ELECO.r07.7AG0566210.1,49,75,0,1074,819,391
MSTRG.37146.2,0,175,0,12,12,145
MSTRG.37146.4,0,0,0,0,0,193
rna-ELECO.r07.7AG0566270.1,0,0,0,40,143,0
MSTRG.37146.1,247,158,424,747,329,45
MSTRG.37146.3,20,7,0,63,227,0
MSTRG.37147.1,0,0,0,21,52,0
MSTRG.37147.2,5,0,2,14,43,57
rna-ELECO.r07.7AG0566320.1,11,0,0,56,52,23
MSTRG.37152.1,232,311,289,1009,886,490
MSTRG.37152.2,64,0,0,0,0,0
rna-ELECO.r07.7AG0566330.1,10,19,5,20,13,29
MSTRG.37152.4,16,171,29,124,92,32
MSTRG.37152.5,32,22,106,116,47,0
rna-ELECO.r07.7AG0566340.1,133,147,139,296,268,229
rna-ELECO.r07.7AG0566350.1,86,38,150,173,208,60
MSTRG.37155.1,0,0,48,6,21,13
rna-ELECO.r07.7AG0566360.1,0,0,0,66,54,27
MSTRG.37155.2,97,89,8,303,235,207
MSTRG.37157.2,0,0,62,74,27,58
MSTRG.37157.1,20,108,39,57,72,54
MSTRG.37158.1,32,109,81,58,81,23
rna-ELECO.r07.7AG0566510.1,0,0,0,79,92,46
MSTRG.37160.2,0,134,0,217,182,115
rna-ELECO.r07.7AG0566520.1,0,0,0,0,0,0
MSTRG.37160.1,239,166,363,1263,875,566
MSTRG.37162.1,0,13,2,4,0,3
rna-ELECO.r07.7AG0566530.1,12,99,47,220,215,143
MSTRG.37163.1,6,261,258,2476,2209,1396
MSTRG.37163.2,5,0,150,4,0,0
rna-ELECO.r07.7AG0566540.1,309,94,15,741,161,181
rna-ELECO.r07.7AG0566580.1,12,12,0,0,6,0
MSTRG.37165.1,6,0,0,1,0,4
MSTRG.37164.2,145,187,217,87,79,69
rna-ELECO.r07.7AG0566590.1,21,22,15,54,98,33
MSTRG.37167.1,4,0,0,33,18,28
MSTRG.37148.1,6049,8077,9267,851,1003,908
rna-ELECO.r07.7AG0566300.1,1558,1622,1728,113,215,106
MSTRG.37168.1,13,0,1,3,5,4
MSTRG.37169.1,16,0,10,32,29,23
MSTRG.37170.1,50,0,0,21,65,26
rna-ELECO.r07.7AG0566620.1,1,1,1,1,1,1
MSTRG.37170.3,7,69,28,42,1,23
rna-ELECO.r07.7AG0566660.1,36,43,33,51,67,54
MSTRG.37175.1,4,0,0,9,8,9
MSTRG.37176.2,0,3,0,1,0,0
MSTRG.37176.1,29,59,42,213,182,135
MSTRG.37173.2,0,12,3,9,5,0
rna-ELECO.r07.7AG0566680.1,20,23,91,440,238,121
MSTRG.37177.4,0,0,0,9,0,28
MSTRG.37177.5,0,0,0,16,64,9
MSTRG.37177.6,0,0,0,187,159,73
MSTRG.37177.1,34,145,102,345,197,142
MSTRG.37177.2,36,0,0,275,234,133
MSTRG.37177.3,11,9,25,79,73,96
MSTRG.37177.7,32,0,0,0,0,0
MSTRG.37178.2,0,0,0,193,100,62
MSTRG.37178.3,0,3,4,63,51,100
MSTRG.37178.1,60,79,100,296,233,54
rna-ELECO.r07.7AG0566750.1,13,15,19,16,42,6
rna-ELECO.r07.7AG0566730.1,0,0,0,0,0,0
MSTRG.37179.1,222,341,123,846,758,240
MSTRG.37179.2,12,0,63,153,63,182
MSTRG.37179.3,13,0,185,128,71,238
MSTRG.37181.1,44,8,36,33,55,30
rna-ELECO.r07.7AG0566790.1,33,27,39,62,51,14
MSTRG.37183.1,15,0,0,0,1,3
MSTRG.37188.1,37,0,10,25,21,18
rna-ELECO.r07.7AG0566820.1,1,0,0,3,0,0
MSTRG.37185.1,0,0,8,0,0,2
rna-ELECO.r07.7AG0566810.1,36,37,64,41,44,16
MSTRG.37190.1,137,116,176,783,616,361
rna-ELECO.r07.7AG0566870.1,3,4,4,71,6,57
MSTRG.37192.1,2,10,13,53,61,24
rna-ELECO.r07.7AG0566900.1,0,0,45,268,256,136
MSTRG.37191.1,38,96,71,284,203,125
MSTRG.37193.1,190,256,245,1026,892,513
rna-ELECO.r07.7AG0566920.1,7,14,16,78,77,68
MSTRG.37198.1,4,2,7,113,82,48
rna-ELECO.r07.7AG0567000.1,0,0,3,10,34,16
MSTRG.37201.1,8,32,54,271,156,91
rna-ELECO.r07.7AG0566940.1,0,10,0,0,8,0
MSTRG.37196.1,130,237,124,789,602,384
rna-ELECO.r07.7AG0566930.1,1160,760,802,1798,2912,1609
MSTRG.37202.1,82,94,36,177,152,109
rna-ELECO.r07.7AG0567010.1,98,99,179,613,472,286
rna-ELECO.r07.7AG0567020.1,349,270,359,6847,4842,2865
rna-ELECO.r07.7AG0567030.1,0,1,0,4,17,23
MSTRG.37204.1,109,43,77,333,343,149
MSTRG.37205.2,0,8,65,93,6,38
MSTRG.37205.1,17,130,130,80,151,30
rna-ELECO.r07.7AG0567040.1,69,1,4,22,17,6
MSTRG.37206.1,10,30,17,80,47,49
MSTRG.37211.2,0,38,15,20,19,29
MSTRG.37210.1,14,0,28,27,31,43
MSTRG.37211.1,29,0,43,45,68,90
MSTRG.37211.3,4,0,0,0,1,1
MSTRG.37215.3,0,0,0,28,23,26
MSTRG.37215.4,0,0,0,6,19,44
MSTRG.37215.6,0,14,1,1,1,1
MSTRG.37215.1,35,0,31,25,19,57
MSTRG.37215.2,93,143,141,378,430,360
MSTRG.37215.5,46,48,51,561,473,136
MSTRG.37214.1,15,23,6,37,32,12
MSTRG.37214.2,5,55,36,109,79,27
MSTRG.37212.1,30,0,5,10,7,13
MSTRG.37213.1,5,10,0,2,6,7
MSTRG.37216.2,0,0,0,139,47,2
rna-ELECO.r07.7AG0567240.1,0,0,0,13,33,18
MSTRG.37216.1,34,26,40,98,94,76
rna-ELECO.r07.7AG0567260.1,0,0,0,0,0,0
MSTRG.37219.4,0,85,13,6,15,1
MSTRG.37219.5,0,79,0,29,7,9
MSTRG.37219.1,302,114,294,779,430,236
MSTRG.37219.3,5,330,407,3,0,0
rna-ELECO.r07.7AG0567290.1,0,1,1,10,4,1
MSTRG.37220.2,0,27,0,17,9,8
MSTRG.37222.1,0,1,0,0,1,1
MSTRG.37220.1,105,152,45,401,346,173
MSTRG.37220.4,4,10,17,26,14,5
MSTRG.37221.1,1307,1951,1625,1874,1683,3277
rna-ELECO.r07.7AG0567300.1,39,18,18,2162,2019,20
MSTRG.37223.1,135,188,157,669,475,261
rna-ELECO.r07.7AG0567330.1,9,0,60,89,132,90
rna-ELECO.r07.7AG0567350.1,162,243,327,860,644,421
MSTRG.37227.1,8,12,10,164,190,64
rna-ELECO.r07.7AG0567370.1,263,374,573,906,975,607
MSTRG.37229.1,32,73,57,329,299,171
rna-ELECO.r07.7AG0567400.1,15,0,12,81,58,73
rna-ELECO.r07.7AG0567410.1,0,0,0,106,92,68
MSTRG.37230.4,0,21,0,2,0,0
MSTRG.37230.1,48,90,85,229,238,170
MSTRG.37230.3,8,0,8,4,8,4
MSTRG.37231.1,0,23,0,302,302,42
rna-ELECO.r07.7AG0567470.1,0,0,5,5,1,1
MSTRG.37231.2,99,163,85,62,38,158
MSTRG.37231.4,3,31,44,59,72,30
MSTRG.37231.5,19,0,0,3,0,0
MSTRG.37232.1,6,0,0,0,0,0
rna-ELECO.r07.7AG0567530.1,125,105,135,1356,1075,791
rna-ELECO.r07.7AG0567550.1,7,0,14,138,128,67
MSTRG.37234.3,0,10,84,27,42,15
MSTRG.37234.1,329,380,393,632,429,320
rna-ELECO.r07.7AG0567540.1,49,0,15,104,24,24
rna-ELECO.r07.7AG0567650.1,417,764,915,460,523,187
MSTRG.37239.1,7,24,16,105,143,102
MSTRG.37241.1,51,149,0,991,914,872
MSTRG.37241.2,28,0,531,620,397,17
MSTRG.37241.3,5,238,0,1,1,38
MSTRG.37241.4,312,0,0,0,0,67
MSTRG.37242.1,65,101,174,383,333,217
rna-ELECO.r07.7AG0567790.1,0,0,0,0,0,0
MSTRG.37243.1,94,49,109,925,1033,523
rna-ELECO.r07.7AG0567820.1,25,48,63,284,265,130
MSTRG.37244.1,73,101,82,1013,865,696
MSTRG.37247.1,3,0,4,65,54,20
rna-ELECO.r07.7AG0567840.1,1,0,0,1,1,0
MSTRG.37246.1,0,3,19,213,136,70
rna-ELECO.r07.7AG0567830.1,0,0,2,165,86,82
MSTRG.37246.2,31,89,85,141,123,61
MSTRG.37246.3,46,0,0,0,0,0
MSTRG.37248.1,15,62,44,375,368,160
rna-ELECO.r07.7AG0567850.1,22,18,9,149,88,54
rna-ELECO.r07.7AG0567880.1,109,76,32,256,519,180
MSTRG.37249.2,0,0,173,482,111,292
MSTRG.37250.2,0,0,47,0,65,0
rna-ELECO.r07.7AG0567860.1,162,292,0,67,248,0
MSTRG.37250.1,69,76,138,1014,956,557
rna-ELECO.r07.7AG0567870.1,30,14,22,75,77,101
rna-ELECO.r07.7AG0567890.1,243,59,209,35,42,82
rna-ELECO.r07.7AG0567910.1,51,109,76,385,352,202
rna-ELECO.r07.7AG0567930.1,7,14,5,55,34,17
rna-ELECO.r07.7AG0567900.1,969,682,946,1983,2172,1577
MSTRG.37255.2,0,0,14,1,0,0
rna-ELECO.r07.7AG0567940.1,73,68,35,114,103,84
MSTRG.37256.1,156,97,173,352,364,269
rna-ELECO.r07.7AG0567950.1,212,440,319,1642,1272,956
rna-ELECO.r07.7AG0567980.1,97,142,92,583,394,228
rna-ELECO.r07.7AG0567990.1,609,743,800,2838,2199,1699
rna-ELECO.r07.7AG0568000.1,271,282,290,1949,1564,943
MSTRG.37260.3,0,30,0,1,3,8
MSTRG.37260.1,37,16,20,307,218,133
MSTRG.37260.2,53,0,42,16,30,36
rna-ELECO.r07.7AG0568040.1,619,762,1003,2496,2087,1352
MSTRG.37263.1,24,3,12,16,15,19
rna-ELECO.r07.7AG0568070.1,22,0,0,3,14,5
rna-ELECO.r07.7AG0568050.1,0,5,6,2,23,0
MSTRG.37262.1,37,97,71,419,319,184
MSTRG.37264.1,173,184,248,621,487,384
MSTRG.37264.2,9,0,13,17,27,105
rna-ELECO.r07.7AG0568100.1,15,88,0,226,259,141
MSTRG.37265.2,0,0,418,479,183,0
MSTRG.37265.1,494,667,409,2149,1723,1401
rna-ELECO.r07.7AG0568150.1,84,127,151,374,388,225
MSTRG.37266.6,0,0,180,661,962,74
MSTRG.37266.2,1117,960,541,2005,1018,2011
MSTRG.37266.1,246,433,308,1309,304,307
MSTRG.37266.4,54,212,70,7,162,145
MSTRG.37266.5,262,336,597,730,819,869
MSTRG.37266.3,113,1405,1005,710,799,425
MSTRG.37266.7,36,146,15,62,31,25
rna-ELECO.r07.7AG0568130.1,28,138,109,208,529,281
rna-ELECO.r07.7AG0568190.1,0,0,0,64,99,98
MSTRG.37271.2,0,0,0,73,25,0
MSTRG.37270.1,32,19,8,86,136,60
MSTRG.37268.1,3,14,6,2,0,0
rna-ELECO.r07.7AG0568160.1,169,31,86,3,3,2
rna-ELECO.r07.7AG0568220.1,40,227,235,140,131,139
MSTRG.37272.2,138,17,63,215,69,42
rna-ELECO.r07.7AG0568240.1,79,248,223,271,225,150
rna-ELECO.r07.7AG0568260.1,9,0,0,53,37,19
rna-ELECO.r07.7AG0568270.1,286,373,235,554,425,335
rna-ELECO.r07.7AG0568330.1,93,74,153,73,84,49
rna-ELECO.r07.7AG0568300.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0568320.1,0,0,0,0,0,0
MSTRG.37276.1,35,22,8,2,7,13
MSTRG.37277.1,219,2,256,6,15,312
MSTRG.37277.2,60,0,75,10,12,84
